submission_date,starttime,endtime,tinh,tentinh,huyen,tenhuyen,xa,tenxa,thon,tenthon,khuvuc,idcode0,nguoipv,entry,a001,a002,a005,a005a,a006,a008,a008a,a008aa,a009,a009a,z8,instanceID
"2017-10-12 09:04:52","2017-10-12 08:26:05","2017-10-12 09:04:48","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",16,"LE THI KIM LY",271,"Nam",57,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Cơ quan nhà nước","","Khong co","uuid:a48c8d74-4d44-40c7-97f6-b8e2d5a624bb"
"2017-10-10 14:25:54","2017-10-10 13:26:05","2017-10-10 14:25:44","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",8,"Nguyen thi thao",11,"Nữ",67,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:0b273d81-04df-4f95-9b3b-33803778a15e"
"2017-10-14 10:08:59","2017-10-14 09:21:47","2017-10-14 10:08:52","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400558","Ấp Trần Cao Vân và khu Bàu Ao","Nông thôn",46,"Pham giang hoi",219,"Nam",47,"Khác","Hoa","Chưa học hết cấp II","Sua xe","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:a9d6fa5b-e6b1-4d53-842b-788a2fce5e5d"
"2017-10-12 15:17:55","2017-10-12 14:40:45","2017-10-12 15:17:50","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",13,"Nguyen khac cuong",148,"Nam",36,"Kinh","","Chưa học hết cấp III","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:d6b9dea7-957e-44c3-83fa-698518d7c986"
"2017-10-13 09:10:21","2017-10-13 08:32:26","2017-10-13 09:10:15","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",7,"LE THI KIM LY",271,"Nam",56,"Kinh","","Chưa học hết tiểu học","Lam thue trong nong nghiep","Lao động không có tay nghề","","Khác","Lam thue","Khong co","uuid:f080d91b-ed5c-4d0b-aba3-56f33ca7e72d"
"2017-10-10 08:24:49","2017-10-10 07:21:52","2017-10-10 08:24:44","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",11,"Ho le kieu mi",215,"Nam",54,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Nghi huu","Nghỉ hưu (và không làm thêm)","","Khác","Nghi huu","Khong","uuid:6064945c-91bc-41b1-aaa4-0923b42afcb9"
"2017-10-10 09:34:44","2017-10-10 09:02:50","2017-10-10 09:34:37","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",46,"Ho le kieu mi",215,"Nam",51,"Kinh","","Tốt nghiệp cấp II","Nhan vien cham soc cay xanh","Lao động không có tay nghề","","Cơ quan nhà nước","","Khong","uuid:42514bb6-2c7f-4ebd-9e3c-3db05cbeff29"
"2017-10-15 10:22:57","2017-10-15 09:44:56","2017-10-15 10:22:52","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",3,"Nguyen thi hong hiep",256,"Nữ",57,"Kinh","","Chưa học hết tiểu học","Mua ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:12e5844b-cece-4fe3-974b-22011633f8e5"
"2017-10-14 16:42:03","2017-10-14 15:38:09","2017-10-14 16:42:00","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",52,"LE THI KIM LY",271,"Nam",20,"Kinh","","Tốt nghiệp cấp III","Di hoc","Sinh viên (và không làm thêm)","","Khác","Sinh vien","Khong co","uuid:dfde5004-cc56-4c0d-90c7-0b0f4b664e7b"
"2017-10-15 08:16:16","2017-10-14 15:08:12","2017-10-15 08:16:11","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",1,"Nguyen thi hong hiep",256,"Nữ",45,"Khác","Hoa","Không qua trường lớp đào tạo nào","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:00b19167-7894-44e3-9c9b-2c99f58cce27"
"2017-10-13 15:19:18","2017-10-13 14:45:16","2017-10-13 15:19:14","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",19,"Tran phuong thao",300,"Nữ",47,"Kinh","","Tốt nghiệp cấp II","Dau bep","Lao động có tay nghề","","Quốc phòng/Công an","","Khong co","uuid:0214feb8-3b58-46a7-9649-3d2ccd380337"
"2017-10-11 17:32:22","2017-10-11 16:16:59","2017-10-11 16:54:43","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",4,"Ho le kieu mi",215,"Nữ",64,"Kinh","","Không qua trường lớp đào tạo nào","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong","uuid:e370e85b-6448-4902-ae49-70f8205df9af"
"2017-10-13 16:56:37","2017-10-13 16:15:54","2017-10-13 16:56:35","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",14,"Nguyen thi thanh thanh",251,"Nam",53,"Kinh","","Tốt nghiệp cấp II","Bao ve trung tam van hoa the thao huyen","Quản lý / Giám sát / Điều hành","","Nông nghiệp","","0","uuid:86092021-1d8d-420b-8fab-4b8d75e23b2a"
"2017-10-10 14:15:20","2017-10-10 13:24:53","2017-10-10 14:15:13","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",14,"LE THI KIM LY",271,"Nữ",39,"Kinh","","Không qua trường lớp đào tạo nào","Ban nuoc mia","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:b16ff6fa-1e4c-41d4-b1ab-e19fe447cb93"
"2017-10-13 16:11:01","2017-10-13 15:19:27","2017-10-13 16:10:57","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",16,"Tran phuong thao",300,"Nữ",55,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:d724b986-8b27-4116-a16b-6f5be2b9e404"
"2017-10-14 16:29:50","2017-10-14 15:37:52","2017-10-14 16:29:46","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",51,"Nguyen thi hong hiep",256,"Nữ",61,"Kinh","","Tốt nghiệp cấp III","Huu tri","Nghỉ hưu (và không làm thêm)","","Dịch vụ/Kinh doanh (Nhà nước)","","0","uuid:b2c7401e-e3e8-4a9a-8bd2-e13fd1361a39"
"2017-10-13 10:45:14","2017-10-13 10:08:10","2017-10-13 10:45:10","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",15,"Tran phuong thao",300,"Nam",49,"Kinh","","Tốt nghiệp cấp III","Nong dan","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:d504d662-9b6f-487f-aca2-a52d144849c2"
"2017-10-13 14:42:26","2017-10-13 14:05:32","2017-10-13 14:42:24","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",5,"Nguyen thi thanh thanh",251,"Nam",33,"Kinh","","Tốt nghiệp cấp III","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Quốc phòng/Công an","","0","uuid:1ad96ea3-e405-4672-a394-302d7e1ff453"
"2017-10-11 09:19:22","2017-10-11 08:07:26","2017-10-11 09:19:22","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000547","Ấp 1","Nông thôn",10,"Nguyen thi thanh thanh",251,"Nam",68,"Kinh","","Chưa học hết cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","0","uuid:e8ea96a3-d3b6-47b3-a8ec-100afcf76b5f"
"2017-10-14 10:18:34","2017-10-14 09:28:40","2017-10-14 10:18:31","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400558","Ấp Trần Cao Vân và khu Bàu Ao","Nông thôn",14,"Nguyen thi thanh thanh thanh",251,"Nam",34,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Giao vien","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Cơ quan nhà nước","","0","uuid:d4ed2d29-e8e8-4c8f-b18d-8e612784809c"
"2017-10-13 14:08:36","2017-10-13 13:13:58","2017-10-13 14:08:29","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",1,"Nguyen thi hong hiep",256,"Nam",45,"Kinh","","Chưa học hết cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Uong ruou bia","uuid:2dbf9a9f-b9ca-45a3-aaf2-60f952808c45"
"2017-10-15 10:00:58","2017-10-15 09:21:53","2017-10-15 10:00:54","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",5,"Nguyen khac cuong",148,"Nữ",42,"Khác","Hoa","Không qua trường lớp đào tạo nào","Lam cong","Lao động có tay nghề","","Công nghiệp (Nhà nước)","","Khong co","uuid:487e6c8d-dd9f-4bcb-88e6-686738c1066b"
"2017-10-14 14:31:28","2017-10-14 13:21:46","2017-10-14 14:31:25","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",9,"Ho le kieu mi",215,"Nam",38,"Kinh","","Tốt nghiệp cấp III","Luong y","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:af8b9ada-016f-4b6c-8cc4-fe686a6b39f4"
"2017-10-14 09:05:03","2017-10-14 07:51:58","2017-10-14 09:05:00","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",19,"Nguyen thi hong hiep",256,"Nữ",59,"Kinh","","Học xong tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Dịch vụ/Kinh doanh (Tư nhân)","","Nghe dien thoai va ra ngoai khoang 5 phut","uuid:fa30902f-dc8f-4b54-aa6c-5a2415e51476"
"2017-10-14 16:25:11","2017-10-14 15:42:22","2017-10-14 16:25:06","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",46,"Pham giang hoi",219,"Nam",31,"Kinh","","Tốt nghiệp cấp III","Cong nhan","Lao động có tay nghề","","Công nghiệp (Nhà nước)","","Khong co","uuid:cd080fa6-778e-4682-9d6c-1063f2539c23"
"2017-10-13 14:48:01","2017-10-13 14:01:00","2017-10-13 14:47:57","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",17,"LE THI KIM LY",271,"Nữ",60,"Kinh","","Tốt nghiệp cấp III","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:ea21c522-a6d2-4653-b5c0-fe3dbab3e46c"
"2017-10-14 09:48:14","2017-10-14 09:05:13","2017-10-14 09:48:10","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",6,"Nguyen thi hong hiep",256,"Nam",46,"Kinh","","Không qua trường lớp đào tạo nào","Xay dung","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:e8a0e16a-1fcc-49e8-8619-4c6a2ca22103"
"2017-10-15 08:11:14","2017-10-15 07:18:15","2017-10-15 08:11:09","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",15,"LE THI KIM LY",271,"Nữ",64,"Kinh","","Chưa học hết tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:ae8c7c94-b214-44aa-8c78-e7dedc09845e"
"2017-10-15 09:21:42","2017-10-15 08:46:25","2017-10-15 09:21:38","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",4,"Nguyen khac cuong",148,"Nam",33,"Kinh","","Học xong tiểu học","Ban ve so","Lao động không có tay nghề","","Khác","Ban ve so","Khong co","uuid:4247bfca-8cc5-4bc2-bb6c-d73ba172be70"
"2017-10-12 09:37:08","2017-10-12 08:55:52","2017-10-12 09:37:04","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",1,"Nguyen thi thao",11,"Nam",60,"Kinh","","Tốt nghiệp cấp II","Lam noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:51f2ce9f-5c90-47e5-b6ab-c677bff3280a"
"2017-10-13 09:24:09","2017-10-13 08:44:12","2017-10-13 09:24:05","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",9,"Nguyen thi thanh thanh",251,"Nam",31,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:04030133-0ccd-4a43-be86-3a7f477356d0"
"2017-10-11 10:09:55","2017-10-11 09:19:33","2017-10-11 10:09:53","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000547","Ấp 1","Nông thôn",3,"Nguyen thi thanh thanh",251,"Nam",35,"Kinh","","Tốt nghiệp cấp II","Sua dien tu","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:a2876c90-6d31-404f-8a49-6bc7a8d96a41"
"2017-10-10 14:06:07","2017-10-10 13:07:10","2017-10-10 14:05:49","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",10,"Ho le kieu mi",215,"Nữ",53,"Kinh","","Chưa học hết tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong","uuid:c465dd63-76f7-46e5-b456-9130abd5807a"
"2017-10-14 09:12:11","2017-10-14 08:27:30","2017-10-14 09:12:08","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400558","Ấp Trần Cao Vân và khu Bàu Ao","Nông thôn",18,"Pham giang hoi",219,"Nữ",42,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:729521ab-6954-49d2-a0af-0f4ecc97a8de"
"2017-10-11 10:42:38","2017-10-11 10:00:00","2017-10-11 10:41:47","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",4,"Ho le kieu mi",215,"Nam",59,"Kinh","","Chưa học hết cấp III","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong","uuid:a5d1baee-6a1a-4215-8111-1bd9a05962fd"
"2017-10-10 14:04:29","2017-10-10 13:06:51","2017-10-10 14:04:23","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",5,"Nguyen thi hong hiep",256,"Nữ",46,"Kinh","","Tốt nghiệp cấp II","Trong con","Nội trợ (và không làm thêm)","","Khác","Noi tro","0","uuid:eaa3bdc8-bcdd-412e-8bfb-360d574cd0cd"
"2017-10-13 10:08:00","2017-10-13 09:36:09","2017-10-13 10:07:54","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",18,"Tran phuong thao",300,"Nam",31,"Kinh","","Tốt nghiệp cấp II","Lam muon","Lao động không có tay nghề","","Khác","Lam thue","Khong co","uuid:457c64af-bd0e-422b-a5a0-a3ccb5bfd5f0"
"2017-10-11 16:33:16","2017-10-11 14:30:18","2017-10-11 15:13:05","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",3,"Nguyen khac cuong",148,"Nữ",56,"Kinh","","Tốt nghiệp cấp III","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong biet cau tra loi vi khong tham gia hay ko tiep xuc voi nhung viec duoc neu.","uuid:9d71a59c-df38-4719-9a8c-ac7c44919b0b"
"2017-10-10 15:08:14","2017-10-10 14:25:57","2017-10-10 15:08:07","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",17,"Nguyen thi thao",11,"Nữ",46,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:5801a06f-c8a8-4e4f-b129-77dcba06c314"
"2017-10-12 14:40:37","2017-10-12 14:00:44","2017-10-12 14:40:34","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",9,"Nguyen khac cuong",148,"Nam",52,"Kinh","","Tốt nghiệp cấp II","Lam cong ty","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Nhà nước)","","Khong co","uuid:e5b2873d-cdde-4bc0-b5d3-dc081a5d64d2"
"2017-10-10 16:34:21","2017-10-10 15:52:04","2017-10-10 16:34:17","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",44,"Nguyen thi thanh thanh",251,"Nữ",53,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:71db3908-5850-4e04-b2f2-a65c1d8f865b"
"2017-10-13 08:29:15","2017-10-13 07:47:54","2017-10-13 08:29:05","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",6,"Nguyen khac cuong",148,"Nữ",53,"Kinh","","Học xong tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Bi benh nang nen khong tham gia ca hoat  dong.","uuid:efd6c702-5bfb-46ee-b706-f9608f389340"
"2017-10-15 15:44:37","2017-10-15 14:54:51","2017-10-15 15:44:33","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624813","Khu phố 1","Đô thị",49,"Nguyen khac cuong",148,"Nữ",42,"Khác","Mường","Chưa học hết cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:7e0c289a-0217-4edd-be9a-605d9fa54e9f"
"2017-10-14 15:01:57","2017-10-14 14:20:09","2017-10-14 15:01:53","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",10,"Pham giang hoi",219,"Nam",54,"Kinh","","Tốt nghiệp cấp III","Nong dan","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:e883448e-fa60-4397-8813-556a306c7ffa"
"2017-10-13 15:19:47","2017-10-13 14:35:57","2017-10-13 15:19:33","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",18,"Ho le kieu mi",215,"Nữ",61,"Kinh","","Tốt nghiệp cấp III","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:5b6ed11d-42e4-4fc6-8316-6f4427c8c977"
"2017-10-12 08:25:35","2017-10-12 07:43:36","2017-10-12 08:25:32","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",3,"LE THI KIM LY",271,"Nam",65,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Cơ quan nhà nước","","Khong co","uuid:929c3086-739e-4a34-a500-e0cd0c5c7665"
"2017-10-10 08:01:28","2017-10-10 07:12:49","2017-10-10 08:01:26","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",17,"Nguyen thi thanh thanh",251,"Nam",59,"Kinh","","Chưa học hết cấp III","BUON BAN tai nha","Người lao động cho gia đình không được trả lương","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:f2127ee0-edc2-4331-888f-b4d82531b11e"
